PC1,PC2,PC3,Nombre,Cluster
-0.5160084525985873,-0.919524230674874,0.1990407565558264,camote,0
-0.0014714623026124,-1.0088915862615937,0.4245081419631291,camote,0
-0.5425877847722367,-0.840485639640005,0.8885229166725168,camote,2
-0.4702477614587921,-0.9069504654556616,0.2628275239169173,camote,0
0.2828079020345875,-0.997374119791155,-0.0947987187706547,camote,0
-0.5328998747687929,-0.7809825921403711,0.2870797068331915,camote,0
0.0075127946364842,-0.9989892921933786,0.0436973450019017,camote,0
0.0788088256124985,-0.7046412848596902,1.8563480486759685,camote,2
1.0906110559781264,-0.82690026258824,1.4761354710446792,camote,2
0.3960106371648291,-0.7579448218595571,1.607215223407101,camote,2
0.4429911516786157,-0.7572667086245427,1.323994058853545,camote,2
0.2014889951965498,-0.8488428762419195,1.3660917635239642,camote,2
1.186326025923523,-1.0797641576427155,0.5607205065914014,camote,2
2.117615010238856,-0.7445212844680739,-0.2345718533739093,camote,3
0.9587207427391412,-1.8443851986532047,-0.0903715047893318,berenjena,0
0.2304503890972927,-1.6668891768544398,0.3863057293238969,berenjena,0
0.0900056811612336,-1.766609727283095,0.1928921602608975,berenjena,0
0.1363669670486134,-1.7597185222159846,0.2864711951350969,berenjena,0
0.2194384606276957,-1.8602301257134637,0.0256188572525167,berenjena,0
0.3552132461136609,-1.7884619994577795,0.1843056742116493,berenjena,0
0.7684048421536432,-1.7880616370661475,-0.0126110618607008,berenjena,0
0.132958292114201,-1.7877445581536764,-0.468124059286952,berenjena,0
-0.556520180999229,-2.0720210887142367,-1.0675971730214595,berenjena,0
-0.3593486457072496,-2.009154537443038,-0.8196883083856453,berenjena,0
-1.032577531569352,-1.8878635072021404,-0.2457080824663329,berenjena,0
-0.9687171891165396,-1.8643746304922868,-0.2343511108391894,berenjena,0
-1.233055108034448,-1.9979548670860612,-0.6083866662454596,berenjena,0
-0.1194232083667682,-2.0279692957204323,-0.9309596800794392,berenjena,0
-0.2463403284449003,-2.0924872115503086,-1.1184279054645074,berenjena,0
-0.1085811653118247,-2.092827871599178,-1.2187412618165847,berenjena,0
-0.806774631177172,-1.868390892576184,-0.4149068164244818,berenjena,0
-0.1189683257553924,-2.067164330135676,-1.086372452399744,berenjena,0
1.8118235187010563,1.2324642791975828,0.0482363747979778,papa,3
1.778351065886946,1.2331508791297927,0.0320915856636899,papa,3
3.2490378290141635,1.1930610442381675,0.8123029745672669,papa,3
2.3113586702299576,1.0965662468613582,0.4168063799401917,papa,3
2.534048315236181,1.342735068262849,0.4083592640389791,papa,3
2.3005811130986062,0.8740681853844827,0.145440607826002,papa,3
1.9711922828062445,1.0933245170293473,0.8169838716612127,papa,3
2.358515487104368,0.976219553111517,-0.0171249792423221,papa,3
3.0614594805815587,1.1627617497661296,-1.168810994294074,papa,3
2.6928156870194297,1.5297303399959623,-1.8511149364342896,papa,3
2.9415059387388944,1.1131327150607844,-1.260889757823351,papa,3
1.0894028615526483,1.112529951990329,-0.6504192498447484,papa,3
1.2191958394498752,0.6831613584218816,0.4756051576565155,papa,3
0.9999642594481029,0.8293206066303507,0.6562905580767923,papa,3
1.2889813256071316,1.2205018733319235,1.022320744765666,papa,3
2.54306533499446,0.9876706550493128,-0.0462313605624808,papa,3
1.1345795547612525,0.5870652720624668,-0.2385200405806814,papa,3
-1.004208770238047,1.5079255575357993,0.3066409535478869,zanahoria,1
-0.4811014309536478,1.0680102097233075,-0.5744601846325892,zanahoria,1
-1.063418042905342,1.3087635389241783,-0.5817275493213636,zanahoria,1
-1.020171869177354,1.2959364572022427,-0.5521930118845068,zanahoria,1
-1.446607775379159,1.0479481739338612,0.270449922536443,zanahoria,1
-1.3199806952931628,0.6151022651969699,-0.0302025857691101,zanahoria,1
-1.6988263461452362,1.416176015068254,-0.7223067155685569,zanahoria,1
-1.6735348634212128,1.434504741516664,-0.6993133196748249,zanahoria,1
-0.8442112571556524,1.1130181844114873,-1.2238376679180842,zanahoria,1
-0.782821087547943,1.073006829482133,-1.1308672714774803,zanahoria,1
-0.802374338290427,1.3252803031069165,-0.6874590405040047,zanahoria,1
-0.9616726250358476,1.4766576590821778,-0.936359679984336,zanahoria,1
-2.5601371756346145,1.1025161321309305,0.4319786213531953,zanahoria,1
-2.610389213594841,1.1206423021776877,0.319372288312446,zanahoria,1
-2.9959932398191333,1.2149963164515425,0.3788124406099585,zanahoria,1
-1.5734523626967658,1.02793310675183,-0.7927788974380469,zanahoria,1
-1.954833941764304,1.3126911792489109,-0.4749413695893685,zanahoria,1
-2.076561332931898,1.1692500389844238,0.3057483050964105,zanahoria,1
-1.811875810224357,0.9848293743808136,0.1673033537212434,zanahoria,1
-2.4447119910395894,1.531030720044512,0.0108531205120731,zanahoria,1
-0.0045014146452861,0.682800058322128,1.22292193538685,zanahoria,2
-1.7369329094730428,0.8853191764988136,1.2742785039747535,zanahoria,2
-0.4809473710947353,1.1454449356809135,-1.1726591233139954,zanahoria,1
-2.106110953019621,0.7055690231102838,1.9071541241010457,zanahoria,2
-0.9127111158853084,0.5825719058680893,0.6561082237118061,zanahoria,2
